Event id,Trip id,DSS IVS,Event time (local),Local UTC offset (minutes),Type,Detected type,Duration (sec),Speed (kph),Speed (mph),Distance covered (metres),Distance covered (feet),Confirmation,Sub-type,Confirmed by,Confirmation time,Bearing (degrees),GPIO alert,Audio alert,Trip start time,Time into trip (minutes),Trip distance (kms),Trip distance (miles)
104430478,10380460,P04025-S00000503,10/9/17 9:11,480,distraction,glance_down,6.28,89,55,155,508,false positive,system error,Brandy,10/9/17 11:35,196,Yes,Yes,10/9/17 8:41,31,33,20
104411478,10381497,P04025-S00008133,10/9/17 9:51,480,distraction,glance_away,4.67,39,24,51,166,false positive,acceptable driving,Brandy,10/9/17 9:53,237,No,No,10/9/17 9:43,8,2,1
104414472,10381721,P01020-S00000110,10/9/17 10:06,480,distraction,glance_down,5.42,92,57,138,453,false positive,acceptable driving,Brandy,10/9/17 10:09,39,No,No,10/9/17 9:56,10,12,8
104415689,10381721,P01020-S00000110,10/9/17 10:12,480,distraction,glance_down,4.67,63,39,82,268,false positive,acceptable driving,Brandy,10/9/17 10:14,5,No,No,10/9/17 9:56,17,18,11
104415859,10381497,P04025-S00008133,10/9/17 10:14,480,distraction,glance_away,5.67,91,57,144,472,false positive,system error,Heather,10/9/17 10:16,201,No,No,10/9/17 9:43,31,35,22
133862181,12937885,Unit003,21/11/17 12:51,480,distraction,glance_down,4.08,71,44,81,265,false positive,eyewear interference,Emma,21/11/17 12:54,309,No,No,43060.49,71,40,25
134760996,13016308,Unit003,23/11/17 6:10,480,fatigue,fatigue,1.87,32,20,16,54,false positive,yawning,Pidok,23/11/17 6:50,0,Yes,Yes,43062.26,1,0,0
104426978,10381872,P04025-S00008634,10/9/17 10:37,480,distraction,glance_away,10.2,100,62,283,928,false positive,system error,Brandy,10/9/17 11:16,206,No,No,10/9/17 10:06,31,49,30
104482549,10381123,P04025-S00008570,10/9/17 10:41,480,fatigue,fatigue,2.37,92,57,60,198,false positive,acceptable driving,Brandy,10/9/17 16:21,10,Yes,Yes,10/9/17 9:20,81,96,60
104424194,10381721,P01020-S00000110,10/9/17 10:58,480,fatigue,fatigue,2.05,92,57,52,171,false positive,yawning,Brandy,10/9/17 11:00,20,Yes,Yes,10/9/17 9:56,63,80,50
104424562,10381721,P01020-S00000110,10/9/17 11:00,480,distraction,glance_down,4.87,91,56,123,403,false positive,acceptable driving,Brandy,10/9/17 11:04,73,No,No,10/9/17 9:56,64,83,51
135337802,13060994,Unit003,24/11/17 9:56,480,distraction,glance_away,4.18,87,54,101,330,false positive,acceptable driving,Gianna,24/11/17 11:16,186,No,No,43063.36,84,112,70
135344610,13060994,Unit003,24/11/17 10:14,480,distraction,glance_away,4.13,86,53,98,323,false positive,acceptable driving,Andrew Valenzuela,24/11/17 11:34,201,No,No,43063.36,102,138,86
104430897,10378911,P04025-S00008568,10/9/17 11:36,480,distraction,glance_down,4.58,90,56,114,375,false positive,acceptable driving,Brandy,10/9/17 11:37,216,Yes,Yes,10/9/17 7:00,276,396,246
104628380,10399620,P04025-S00008531,10/9/17 11:43,480,distraction,glance_away,4.73,91,57,120,393,false positive,acceptable driving,Katelyn,11/9/17 5:52,29,No,No,10/9/17 9:54,110,146,91
104434882,10382924,P04025-S00006825,10/9/17 11:57,480,distraction,glance_away,8.95,89,55,221,725,false positive,system error,Brandy,10/9/17 11:59,69,No,No,10/9/17 11:17,41,28,18
104628434,10399620,P04025-S00008531,10/9/17 11:59,480,distraction,glance_away,4.07,89,55,100,329,false positive,acceptable driving,Katelyn,11/9/17 5:52,355,No,No,10/9/17 9:54,125,170,106
135345442,13060994,Unit003,24/11/17 10:16,480,fatigue,fatigue,3.43,86,53,82,268,false positive,acceptable driving,Gianna,24/11/17 10:59,165,Yes,Yes,43063.36,104,142,88
135351031,13060994,Unit003,24/11/17 10:31,480,distraction,glance_away,11.15,85,53,264,865,false positive,acceptable driving,Andrew Valenzuela,24/11/17 11:39,179,No,No,43063.36,119,163,101
104461800,10377491,P04025-S00000958,10/9/17 12:41,480,fatigue,fatigue,1.63,89,55,40,132,false positive,acceptable driving,Brandy,10/9/17 14:18,2,Yes,Yes,10/9/17 5:35,426,487,302
104628561,10399620,P04025-S00008531,10/9/17 12:49,480,distraction,glance_away,4.02,87,54,97,319,false positive,acceptable driving,Katelyn,11/9/17 5:52,21,No,No,10/9/17 9:54,176,245,152
104445243,10383508,P04025-S00008517,10/9/17 12:50,480,distraction,glance_down,5.68,77,48,122,399,false positive,acceptable driving,Heather,10/9/17 13:01,353,Yes,Yes,10/9/17 11:58,52,66,41
135362194,13060994,Unit003,24/11/17 10:53,480,distraction,glance_away,16.32,48,30,216,710,false positive,acceptable driving,Darlene,24/11/17 11:18,148,No,No,43063.36,142,187,116
135369885,13060994,Unit003,24/11/17 11:22,480,fatigue,fatigue,1.87,65,40,34,110,false positive,acceptable driving,Andrew Valenzuela,24/11/17 11:27,176,Yes,Yes,43063.36,170,225,140
102097012,10167794,Unit075,3/9/17 7:46,480,distraction,fatigue,2.2,45,28,27,90,verified,distracted driving,Analyst 8,3/9/17 7:51,5,Yes,Yes,3/9/17 6:19,87,13,8
102099918,10168840,Unit044,3/9/17 7:57,480,distraction,glance_away,6.03,79,49,133,436,verified,distracted driving,Analyst 4,3/9/17 8:08,173,No,No,3/9/17 7:31,26,35,22
102130947,10171732,Unit030,3/9/17 9:54,480,distraction,fatigue,1.95,83,52,45,148,verified,distracted driving,Analyst 4,3/9/17 11:00,26,Yes,Yes,3/9/17 9:27,26,30,18
104457119,10384882,P04025-S00008133,10/9/17 13:50,480,distraction,glance_away,6.87,85,53,163,535,false positive,system error,Heather,10/9/17 13:53,21,No,No,10/9/17 13:29,21,13,8
135370598,13060994,Unit003,24/11/17 11:23,480,distraction,glance_away,10.98,86,53,261,857,false positive,eyewear interference,Andrew Valenzuela,24/11/17 11:26,169,No,No,43063.36,172,227,141
102131829,10169938,Unit066,3/9/17 11:02,480,distraction,glance_away,4.35,43,27,52,171,verified,distracted driving,Analyst 4,3/9/17 11:04,187,No,No,3/9/17 8:47,134,191,119
135936743,13106554,Unit003,25/11/17 16:14,480,fatigue,fatigue,2.47,88,55,60,198,false positive,eyewear interference,Darlene,25/11/17 16:16,325,Yes,Yes,43064.49,275,206,128
135938331,13106554,Unit003,25/11/17 16:19,480,distraction,glance_away,7,92,57,178,585,false positive,eyewear interference,Gianna,25/11/17 16:58,62,No,No,43064.49,280,213,133
102142932,10169491,Unit017,3/9/17 12:01,480,distraction,fatigue,2.05,95,59,54,178,verified,cell phone use,Analyst 4,3/9/17 12:06,209,Yes,Yes,3/9/17 8:19,222,325,202
104628733,10399620,P04025-S00008531,10/9/17 15:46,480,distraction,glance_away,4.62,89,56,115,376,false positive,acceptable driving,Katelyn,11/9/17 5:53,13,No,No,10/9/17 9:54,352,445,276
104478293,10385377,P01020-S00000110,10/9/17 15:47,480,distraction,glance_away,11.57,93,58,299,981,false positive,eyewear interference,Brandy,10/9/17 15:52,231,No,No,10/9/17 14:02,105,128,79
102145520,10171707,Unit043,3/9/17 12:19,480,distraction,fatigue,1.75,90,56,44,144,verified,distracted driving,Analyst 4,3/9/17 12:21,262,Yes,Yes,3/9/17 10:54,85,121,75
102149696,10172861,Unit004,3/9/17 12:43,480,distraction,glance_away,4.72,45,28,58,191,verified,distracted driving,Analyst 4,3/9/17 12:46,359,No,No,3/9/17 12:16,28,31,19
104508700,10379847,P04025-S00008510,10/9/17 18:22,480,distraction,glance_away,10.53,68,42,198,649,false positive,system error,Heather,10/9/17 18:33,55,No,No,10/9/17 8:01,621,749,465
104516914,10389036,P04025-S00008517,10/9/17 18:38,480,distraction,glance_away,8.43,91,56,213,698,false positive,system error,Brandy,10/9/17 19:21,180,Yes,Yes,10/9/17 18:07,31,44,27
104520728,10389818,P04025-S00006908,10/9/17 19:41,480,distraction,glance_away,9.5,91,57,240,788,false positive,system error,Brandy,10/9/17 19:43,285,No,No,10/9/17 19:00,41,57,35
104525482,10389775,P04025-S00008560,10/9/17 20:07,480,distraction,glance_away,6.27,91,56,158,518,false positive,system error,Katelyn,10/9/17 20:09,256,No,No,10/9/17 18:57,71,104,65
104529679,10389818,P04025-S00006908,10/9/17 20:31,480,distraction,glance_down,8.75,91,56,220,722,false positive,system error,Katelyn,10/9/17 20:33,298,No,No,10/9/17 19:00,91,127,79
104537868,10389774,P04025-S00008585,10/9/17 21:17,480,distraction,glance_away,5.1,90,56,128,419,false positive,acceptable driving,Katelyn,10/9/17 21:18,241,No,No,10/9/17 18:57,141,209,130
104639870,10400311,P04025-S00001602,11/9/17 6:38,480,distraction,glance_away,8.62,85,53,204,668,false positive,acceptable driving,Katelyn,11/9/17 6:40,247,No,No,11/9/17 6:20,19,21,13
104640187,10400311,P04025-S00001602,11/9/17 6:40,480,distraction,glance_away,7.08,72,45,141,463,false positive,acceptable driving,Katelyn,11/9/17 6:43,213,No,No,11/9/17 6:20,20,23,14
104649199,10400311,P04025-S00001602,11/9/17 7:19,480,distraction,glance_away,5.12,87,54,123,405,false positive,acceptable driving,Katelyn,11/9/17 7:20,253,No,No,11/9/17 6:20,59,80,50
102156131,10173600,Unit067,3/9/17 13:18,480,distraction,glance_down,4.12,90,56,103,336,verified,distracted driving,Analyst 4,3/9/17 13:20,179,Yes,Yes,3/9/17 13:08,10,11,7
102172102,10174459,Unit044,3/9/17 14:48,480,distraction,glance_away,4.68,90,56,117,383,verified,distracted driving,Analyst 16,3/9/17 14:49,24,No,No,3/9/17 14:09,39,40,25
104658463,10399630,P04025-S00008531,11/9/17 7:50,480,distraction,glance_away,8.97,92,57,230,754,false positive,system error,Katelyn,11/9/17 8:01,237,No,No,11/9/17 5:50,121,156,97
135941243,13106554,Unit003,25/11/17 16:30,480,fatigue,fatigue,1.65,90,56,41,135,false positive,eyewear interference,Darlene,25/11/17 16:33,336,Yes,Yes,43064.49,292,229,142
102189254,10173116,Unit076,3/9/17 16:29,480,distraction,glance_away,5.67,90,56,142,466,verified,distracted driving,Analyst 4,3/9/17 16:30,176,No,No,3/9/17 12:34,235,341,212
102233789,10176065,Unit012,3/9/17 18:01,480,distraction,fatigue,1.7,76,47,36,118,verified,distracted driving,Analyst 18,3/9/17 20:48,58,Yes,Yes,3/9/17 16:05,115,94,59
102323520,10187719,Unit012,4/9/17 5:26,480,distraction,fatigue,1.82,43,26,22,71,verified,distracted driving,Analyst 18,4/9/17 5:27,27,Yes,Yes,4/9/17 5:16,10,1,1
102348964,10190122,Unit019,4/9/17 7:10,480,distraction,fatigue,16.1,18,11,82,270,verified,distracted driving,Analyst 18,4/9/17 7:23,1,Yes,Yes,4/9/17 7:02,8,2,1
102350492,10188872,Unit061,4/9/17 7:28,480,distraction,glance_down,4.27,90,56,106,349,verified,distracted driving,Analyst 18,4/9/17 7:29,204,No,No,4/9/17 6:09,80,112,69
104669498,10403223,P04025-S00008430,11/9/17 8:45,480,distraction,glance_down,9.2,91,56,232,761,false positive,acceptable driving,Stefanie Mendoza,11/9/17 8:50,180,No,No,11/9/17 8:16,29,27,17
102355764,10189361,Unit043,4/9/17 7:51,480,distraction,glance_away,4.92,88,55,120,395,verified,distracted driving,Analyst 18,4/9/17 7:53,73,No,No,4/9/17 6:31,81,115,71
102384867,10193546,Unit011,4/9/17 9:49,480,distraction,glance_down,4.48,53,33,65,215,verified,distracted driving,Analyst 4,4/9/17 9:50,2,No,No,4/9/17 9:20,29,18,11
104684507,10405314,P04025-S00001169,11/9/17 9:43,480,fatigue,fatigue,1.93,0,0,0,1,false positive,testing,Heather,11/9/17 9:45,220,Yes,Yes,11/9/17 9:40,4,0,0
102401900,10192527,Unit013,4/9/17 10:58,480,distraction,glance_away,4.23,44,27,52,170,verified,distracted driving,Analyst 8,4/9/17 10:59,186,No,No,4/9/17 8:38,140,127,79
135945176,13106554,Unit003,25/11/17 16:43,480,fatigue,fatigue,1.77,59,37,29,95,false positive,eyewear interference,Darlene,25/11/17 16:45,43,Yes,Yes,43064.49,304,246,153
135948482,13106554,Unit003,25/11/17 16:54,480,distraction,glance_away,13.98,88,55,341,1120,false positive,eyewear interference,Gianna,25/11/17 17:13,90,No,No,43064.49,315,258,161
135949667,13106554,Unit003,25/11/17 16:58,480,distraction,glance_away,5.72,80,50,127,417,false positive,eyewear interference,Darlene,25/11/17 17:10,90,No,No,43064.49,319,263,163
135950032,13106554,Unit003,25/11/17 17:00,480,distraction,glance_away,6.37,86,53,152,497,false positive,eyewear interference,Darlene,25/11/17 17:09,90,No,No,43064.49,321,265,164
135950398,13106554,Unit003,25/11/17 17:00,480,distraction,glance_away,6.52,84,52,153,501,false positive,eyewear interference,Darlene,25/11/17 17:09,90,No,No,43064.49,321,265,165
104741129,10402600,P04025-S00010116,11/9/17 11:08,480,distraction,glance_down,9.53,76,47,202,664,false positive,eyewear interference,Stefanie Mendoza,11/9/17 13:25,7,No,No,11/9/17 7:49,198,184,114
102422310,10196229,Unit012,4/9/17 12:06,480,distraction,fatigue,3.98,93,58,102,336,verified,distracted driving,Analyst 8,4/9/17 12:22,32,Yes,Yes,4/9/17 11:15,51,59,37
104707917,10405180,P04025-S00008104,11/9/17 11:18,480,distraction,glance_down,11.75,90,56,295,967,false positive,acceptable driving,Stefanie Mendoza,11/9/17 11:19,167,No,No,11/9/17 9:34,103,133,83
104718792,10405792,P04025-S00004263,11/9/17 11:57,480,distraction,glance_away,4.48,33,20,41,134,false positive,acceptable driving,Stefanie Mendoza,11/9/17 12:03,53,No,No,11/9/17 9:59,118,128,80
104725836,10408724,P04025-S00008430,11/9/17 12:23,480,distraction,glance_down,82.42,87,54,1982,6502,false positive,acceptable driving,Stefanie Mendoza,11/9/17 12:31,15,No,No,11/9/17 12:00,23,18,11
135956239,13106554,Unit003,25/11/17 17:22,480,distraction,glance_away,4.68,84,52,109,357,false positive,acceptable driving,Gianna,25/11/17 17:27,0,No,No,43064.49,343,294,183
104762128,10407035,P04025-S00008531,11/9/17 12:41,480,distraction,glance_away,4.65,90,56,116,381,false positive,acceptable driving,Stefanie Mendoza,11/9/17 14:38,210,No,No,11/9/17 10:50,111,166,103
104761759,10407035,P04025-S00008531,11/9/17 12:41,480,distraction,glance_away,10.57,87,54,255,836,false positive,acceptable driving,Stefanie Mendoza,11/9/17 14:38,198,No,No,11/9/17 10:50,111,166,103
136259289,13134197,Unit003,26/11/17 12:31,480,distraction,glance_away,4.48,77,48,96,315,false positive,acceptable driving,Will,26/11/17 15:05,90,No,No,43065.41,165,187,116
104761599,10407035,P04025-S00008531,11/9/17 13:08,480,distraction,glance_away,4.5,90,56,113,371,false positive,acceptable driving,Stefanie Mendoza,11/9/17 14:35,181,No,No,11/9/17 10:50,138,207,129
104741441,10404169,P01020-S00000110,11/9/17 13:20,480,distraction,glance_away,6.98,82,51,159,523,false positive,eyewear interference,Stefanie Mendoza,11/9/17 13:26,8,No,No,11/9/17 8:54,266,185,115
136341473,13134197,Unit003,26/11/17 17:46,480,distraction,glance_away,4.23,87,54,102,335,false positive,acceptable driving,Darlene,26/11/17 17:48,171,No,No,43065.41,479,356,221
136692206,13170632,Unit003,27/11/17 13:24,480,distraction,glance_away,6.17,85,53,146,479,false positive,acceptable driving,Will,27/11/17 14:06,45,No,No,43066.53,40,49,30
136732917,13170632,Unit003,27/11/17 15:15,480,distraction,glance_away,4.98,79,49,109,358,false positive,acceptable driving,Will,27/11/17 17:23,90,No,No,43066.53,150,186,116
104759299,10407035,P04025-S00008531,11/9/17 14:01,480,distraction,glance_away,7.68,86,53,183,601,false positive,acceptable driving,Stefanie Mendoza,11/9/17 14:27,203,No,No,11/9/17 10:50,191,284,177
104761610,10411073,P04025-S00000958,11/9/17 14:11,480,distraction,glance_away,10.2,90,56,254,833,false positive,acceptable driving,Stefanie Mendoza,11/9/17 14:35,206,No,No,11/9/17 13:30,41,50,31
104799238,10410884,P04025-S00010116,11/9/17 14:49,480,distraction,glance_down,4.17,90,56,105,343,false positive,eyewear interference,Stefanie Mendoza,11/9/17 17:11,69,No,No,11/9/17 13:21,88,121,75
104792160,10406845,P04025-S00001602,11/9/17 15:53,480,distraction,glance_away,4.3,88,55,105,345,false positive,system error,Heather,11/9/17 16:42,160,No,No,11/9/17 10:42,311,394,245
102440030,10197527,Unit072,4/9/17 12:58,480,distraction,glance_down,5.17,90,56,130,425,verified,distracted driving,Analyst 8,4/9/17 13:37,193,No,No,4/9/17 12:08,50,72,45
102438034,10196099,Unit005,4/9/17 13:27,480,distraction,glance_away,4.58,48,30,61,201,verified,distracted driving,Analyst 8,4/9/17 13:29,186,No,No,4/9/17 11:09,139,194,120
102458629,10197527,Unit072,4/9/17 14:53,480,distraction,fatigue,1.58,90,56,40,130,verified,distracted driving,Analyst 4,4/9/17 14:57,200,Yes,Yes,4/9/17 12:08,165,244,152
104824780,10400995,P04025-S00001276,11/9/17 17:24,480,distraction,glance_away,6.77,32,20,59,195,false positive,acceptable driving,Stefanie Mendoza,11/9/17 18:46,27,No,No,11/9/17 6:47,637,735,457
104805460,10415540,P04025-S00008430,11/9/17 17:24,480,distraction,glance_down,5.82,78,49,126,414,false positive,acceptable driving,Stefanie Mendoza,11/9/17 17:27,360,No,No,11/9/17 16:33,52,61,38
104818400,10409926,P04025-S00008606,11/9/17 17:26,480,distraction,glance_away,4.87,78,49,106,347,false positive,eyewear interference,Stefanie Mendoza,11/9/17 18:20,0,No,No,11/9/17 12:47,279,286,178
104815148,10417070,P04025-S00002203,11/9/17 17:59,480,distraction,glance_down,7.88,89,55,195,639,false positive,eyewear interference,Stefanie Mendoza,11/9/17 18:07,266,No,No,11/9/17 17:37,22,27,17
102530226,10205193,Unit072,4/9/17 19:49,480,distraction,glance_down,4.62,89,56,115,376,verified,distracted driving,Analyst 8,4/9/17 19:51,174,No,No,4/9/17 17:48,121,177,110
104839234,10414807,P04025-S00006982,11/9/17 19:38,480,distraction,glance_away,4.62,84,52,107,352,false positive,acceptable driving,Stefanie Mendoza,11/9/17 19:45,220,Yes,Yes,11/9/17 16:02,216,320,199
104840663,10414807,P04025-S00006982,11/9/17 19:46,480,distraction,glance_away,4.58,90,56,115,377,false positive,acceptable driving,Stefanie Mendoza,11/9/17 19:52,222,Yes,Yes,11/9/17 16:02,224,332,206
104868327,10422149,P04025-S00008430,11/9/17 21:41,480,distraction,glance_away,9.03,90,56,225,738,false positive,acceptable driving,andrew,11/9/17 21:43,338,No,No,11/9/17 20:20,81,117,73
104868416,10422149,P04025-S00008430,11/9/17 21:41,480,distraction,glance_away,13,90,56,327,1071,false positive,acceptable driving,andrew,11/9/17 21:42,338,No,No,11/9/17 20:20,81,117,73
104869308,10422149,P04025-S00008430,11/9/17 21:45,480,distraction,glance_away,4.22,89,56,105,343,false positive,acceptable driving,andrew,11/9/17 21:47,337,No,No,11/9/17 20:20,85,123,77
104869472,10422149,P04025-S00008430,11/9/17 21:45,480,distraction,glance_away,4.63,90,56,115,378,false positive,acceptable driving,andrew,11/9/17 21:47,337,No,No,11/9/17 20:20,85,124,77
104870831,10421409,P04025-S00006982,11/9/17 21:51,480,distraction,glance_away,4.33,90,56,108,355,false positive,acceptable driving,andrew,11/9/17 21:53,191,Yes,Yes,11/9/17 20:44,66,97,60
104871368,10421409,P04025-S00006982,11/9/17 21:52,480,distraction,glance_away,4.18,89,56,104,341,false positive,acceptable driving,andrew,11/9/17 21:56,182,Yes,Yes,11/9/17 20:44,67,98,61
104890218,10421256,P04025-S00000958,11/9/17 22:28,480,fatigue,fatigue,1.97,85,53,47,153,false positive,acceptable driving,andrew,11/9/17 23:20,209,Yes,Yes,11/9/17 20:34,114,135,84
137765603,13265612,Unit003,29/11/17 12:10,480,fatigue,fatigue,3.5,17,10,16,53,false positive,acceptable driving,Will,29/11/17 12:13,168,Yes,Yes,43068.5,5,1,1
137765980,13265612,Unit003,29/11/17 12:10,480,fatigue,fatigue,1.72,15,9,7,24,false positive,acceptable driving,Will,29/11/17 12:13,181,Yes,Yes,43068.5,5,1,1
104983961,10432896,P04025-S00000958,12/9/17 6:25,480,distraction,glance_away,5.27,92,57,135,441,false positive,system error,andrew,12/9/17 6:28,209,No,No,12/9/17 5:55,31,21,13
102664518,10217496,Unit022,5/9/17 6:02,480,distraction,glance_away,4.1,82,51,94,307,verified,distracted driving,Analyst 18,5/9/17 6:03,180,Yes,Yes,5/9/17 4:24,98,83,52
105008190,10432487,P04025-S00006982,12/9/17 6:29,480,distraction,glance_away,5.68,90,56,142,466,false positive,acceptable driving,John,12/9/17 8:05,178,Yes,Yes,12/9/17 5:36,53,72,45
102666644,10217496,Unit022,5/9/17 6:11,480,distraction,glance_away,4.48,88,55,109,359,verified,distracted driving,Analyst 18,5/9/17 6:12,210,Yes,Yes,5/9/17 4:24,107,93,58
104995702,10432852,P04025-S00001276,12/9/17 7:12,480,distraction,glance_away,7.48,92,57,192,628,false positive,system error,andrew,12/9/17 7:13,204,No,No,12/9/17 5:52,81,109,68
104998157,10433344,P04025-S00010116,12/9/17 7:17,480,fatigue,fatigue,1.58,81,50,35,116,false positive,eyewear interference,andrew,12/9/17 7:24,6,Yes,Yes,12/9/17 6:12,65,92,57
137796159,13267952,Unit003,29/11/17 13:27,480,fatigue,fatigue,3.03,31,19,26,86,false positive,acceptable driving,Richard,29/11/17 13:34,245,Yes,Yes,43068.56,3,1,1
137795818,13267952,Unit003,29/11/17 13:27,480,fatigue,fatigue,7.95,30,19,66,217,false positive,acceptable driving,Richard,29/11/17 13:34,269,Yes,Yes,43068.56,3,1,1
105001575,10434223,P04025-S00008133,12/9/17 7:36,480,distraction,glance_away,4.42,31,19,38,123,false positive,acceptable driving,andrew,12/9/17 7:38,344,No,No,12/9/17 6:46,50,6,3
102672337,10217496,Unit022,5/9/17 6:35,480,distraction,glance_away,5.37,89,55,133,435,verified,distracted driving,Analyst 18,5/9/17 6:35,170,Yes,Yes,5/9/17 4:24,131,128,79
105008235,10434529,P04025-S00000881,12/9/17 8:01,480,distraction,glance_away,7.5,90,56,186,612,false positive,system error,Brandy,12/9/17 8:08,36,No,No,12/9/17 7:00,61,81,50
102679477,10219021,Unit004,5/9/17 7:06,480,distraction,fatigue,1.72,63,39,30,98,verified,distracted driving,Analyst 18,5/9/17 7:07,258,Yes,Yes,5/9/17 5:33,92,41,26
105013436,10434529,P04025-S00000881,12/9/17 8:25,480,distraction,glance_away,4.08,54,33,61,199,false positive,acceptable driving,John,12/9/17 8:28,23,No,No,12/9/17 7:00,85,116,72
105020510,10436007,P04025-S00001602,12/9/17 8:27,480,distraction,glance_away,5.93,85,53,140,460,false positive,acceptable driving,John,12/9/17 8:54,269,No,No,12/9/17 7:56,31,39,24
105033755,10431557,P04025-S00002198,12/9/17 9:09,480,distraction,glance_away,7.75,92,57,197,648,false positive,acceptable driving,John,12/9/17 9:43,7,Yes,Yes,12/9/17 4:59,251,323,201
105042099,10438949,P04025-S00000503,12/9/17 10:12,480,distraction,glance_away,5,89,55,124,405,false positive,system error,Brandy,12/9/17 10:14,68,Yes,Yes,12/9/17 9:42,31,15,9
137824764,13269188,Unit003,29/11/17 14:40,480,fatigue,fatigue,8.18,60,37,137,449,false positive,acceptable driving,Richard,29/11/17 14:47,357,Yes,Yes,43068.59,37,25,15
102696155,10219559,Unit019,5/9/17 7:49,480,distraction,glance_down,6.22,88,55,152,499,verified,distracted driving,Analyst 4,5/9/17 8:15,1,No,No,5/9/17 5:58,112,150,93
137951673,13269188,Unit003,29/11/17 20:23,480,distraction,glance_away,10,86,53,239,785,false positive,acceptable driving,Pidok,29/11/17 20:27,206,No,No,43068.59,380,383,238
137954876,13269188,Unit003,29/11/17 20:32,480,distraction,glance_away,7.55,86,53,180,589,false positive,acceptable driving,Pidok,29/11/17 20:40,240,No,No,43068.59,388,395,246
137961015,13269188,Unit003,29/11/17 20:48,480,distraction,glance_away,7.52,83,52,173,568,false positive,acceptable driving,Pidok,29/11/17 21:41,165,No,No,43068.59,405,418,260
105077061,10442240,P04025-S00007060,12/9/17 12:22,480,distraction,glance_away,5.05,34,21,47,155,false positive,acceptable driving,John,12/9/17 12:24,310,No,No,12/9/17 11:46,36,1,1
105078842,10442554,P04025-S00008570,12/9/17 12:29,480,distraction,glance_down,5.23,92,57,134,440,false positive,system error,Brandy,12/9/17 12:31,225,Yes,Yes,12/9/17 11:58,31,42,26
105080415,10442125,P04025-S00002203,12/9/17 12:34,480,distraction,glance_away,5.03,35,22,49,160,false positive,acceptable driving,John,12/9/17 12:38,144,No,No,12/9/17 11:41,53,71,44
105124195,10442834,P04025-S00001276,12/9/17 12:40,480,distraction,glance_away,10.33,91,57,261,858,false positive,system error,Brandy,12/9/17 15:14,192,No,No,12/9/17 12:09,31,40,25
137961672,13269188,Unit003,29/11/17 20:50,480,distraction,glance_away,13.87,85,53,328,1075,false positive,acceptable driving,Pidok,29/11/17 21:35,154,No,No,43068.59,407,421,262
137961898,13269188,Unit003,29/11/17 20:50,480,fatigue,fatigue,3.08,86,53,74,241,false positive,acceptable driving,Gianna,29/11/17 20:54,154,Yes,Yes,43068.59,407,421,262
137974222,13269188,Unit003,29/11/17 21:26,480,distraction,glance_away,9.23,86,53,221,724,false positive,acceptable driving,Pidok,29/11/17 21:31,196,No,No,43068.59,442,472,293
137974857,13269188,Unit003,29/11/17 21:27,480,distraction,glance_away,5.03,79,49,110,362,false positive,acceptable driving,Pidok,29/11/17 21:31,170,No,No,43068.59,444,474,294
105103123,10439311,P04025-S00006942,12/9/17 13:55,480,distraction,glance_down,4.8,73,46,98,320,false positive,acceptable driving,John,12/9/17 13:57,6,No,No,42990.41,241,264,164
105140033,10441248,P04025-S00008517,12/9/17 14:02,480,distraction,glance_down,4.43,82,51,101,331,false positive,acceptable driving,Brandy,12/9/17 16:11,88,Yes,Yes,42990.46,177,217,135
137974605,13269188,Unit003,29/11/17 21:27,480,fatigue,fatigue,1.85,79,49,41,134,false positive,acceptable driving,Gianna,29/11/17 21:29,170,Yes,Yes,43068.59,444,474,294
137978388,13269188,Unit003,29/11/17 21:35,480,fatigue,fatigue,1.62,89,55,40,131,false positive,yawning,Gianna,29/11/17 21:44,205,Yes,Yes,43068.59,452,486,302
137986906,13269188,Unit003,29/11/17 22:01,480,distraction,glance_away,12.4,79,49,272,892,false positive,acceptable driving,Pidok,29/11/17 22:16,173,No,No,43068.59,478,512,318
137987644,13269188,Unit003,29/11/17 22:04,480,distraction,glance_away,7.92,83,52,182,599,false positive,acceptable driving,Pidok,29/11/17 22:15,206,No,No,43068.59,481,516,320
105129920,10438201,P04025-S00001335,12/9/17 15:17,480,fatigue,fatigue,1.53,91,57,39,127,false positive,yawning,Brandy,12/9/17 15:32,53,Yes,Yes,42990.39,361,337,210
137993084,13269188,Unit003,29/11/17 22:12,480,distraction,glance_away,4.38,85,53,104,341,false positive,acceptable driving,Pidok,29/11/17 22:26,151,No,No,43068.59,489,527,327
105142388,10443495,P04025-S00002198,12/9/17 16:17,480,distraction,glance_away,6.23,88,54,152,498,false positive,system error,Brandy,12/9/17 16:20,358,Yes,Yes,42990.52,231,250,155
105386039,10443495,P04025-S00002198,12/9/17 16:57,480,distraction,glance_away,6.38,91,57,162,532,false positive,system error,Heather,13/9/17 8:32,348,Yes,Yes,42990.52,271,310,193
137993422,13269188,Unit003,29/11/17 22:19,480,distraction,glance_away,34.35,55,34,524,1718,false positive,system error,Pidok,29/11/17 22:25,156,No,No,43068.59,496,536,333
105195349,10453278,P04025-S00008430,12/9/17 19:20,480,distraction,glance_away,4.22,87,54,102,336,false positive,acceptable driving,John,12/9/17 19:21,232,No,No,42990.79,19,27,17
105197876,10448617,P04025-S00000953,12/9/17 19:28,480,fatigue,fatigue,2.02,51,32,29,94,false positive,acceptable driving,John,12/9/17 19:31,1,Yes,Yes,42990.67,205,179,111
